idx,Pred
idx_253,1141.0
idx_254,1206.0
idx_255,1206.0
idx_256,1206.0
idx_257,1206.0
idx_258,1206.0
idx_259,1206.0
idx_260,1206.0
idx_261,1141.0
idx_262,1206.0
idx_263,1206.0
idx_264,1206.0
idx_265,1206.0
idx_266,1206.0
idx_267,1206.0
idx_268,1206.0
idx_269,1206.0
idx_270,1206.0
idx_271,1206.0
idx_272,1141.0
idx_273,1206.0
idx_274,1206.0
idx_275,1206.0
idx_276,1206.0
idx_277,1206.0
idx_278,1206.0
idx_279,1206.0
idx_280,1206.0
idx_281,1206.0
idx_282,1206.0
idx_283,1206.0
idx_284,1141.0
idx_285,1206.0
idx_286,1206.0
idx_287,1206.0
idx_288,1206.0
idx_289,1206.0
idx_290,1206.0
idx_291,1206.0
idx_292,1206.0
idx_293,1206.0
idx_294,1206.0
idx_295,1206.0
idx_296,1206.0
idx_297,1206.0
idx_298,1141.0
idx_299,1206.0
idx_300,1206.0
idx_301,1206.0
idx_302,1206.0
idx_303,1206.0
idx_304,1206.0
idx_305,1206.0
idx_306,1206.0
idx_307,1206.0
idx_308,1206.0
idx_309,1206.0
idx_310,1206.0
idx_311,1206.0
idx_312,1141.0
idx_313,1206.0
idx_314,1206.0
idx_315,1141.0
idx_316,1206.0
idx_317,1206.0
idx_318,1206.0
idx_319,1206.0
idx_320,1206.0
idx_321,1206.0
idx_322,1206.0
idx_323,1206.0
idx_324,1206.0
idx_325,1206.0
idx_326,1206.0
idx_327,1206.0
idx_328,1206.0
idx_329,1206.0
idx_330,1206.0
idx_331,1206.0
idx_332,1206.0
idx_333,1206.0
idx_334,1206.0
idx_335,1206.0
idx_336,1206.0
idx_337,1206.0
idx_338,1206.0
idx_339,1206.0
idx_340,1206.0
idx_341,1206.0
idx_342,1141.0
idx_343,1206.0
idx_344,1206.0
idx_345,1206.0
idx_346,1206.0
idx_347,1206.0
idx_348,1206.0
idx_349,1206.0
idx_350,1206.0
idx_351,1206.0
idx_352,1206.0
idx_353,1206.0
idx_354,1206.0
idx_355,1141.0
idx_356,1206.0
idx_357,1206.0
idx_358,1141.0
idx_359,1206.0
idx_360,1206.0
idx_361,1206.0
idx_362,1206.0
idx_363,1206.0
idx_364,1141.0
idx_365,1206.0
idx_366,1206.0
idx_367,1206.0
idx_368,1206.0
idx_369,1141.0
idx_370,1206.0
idx_371,1206.0
idx_372,1206.0
idx_373,1206.0
idx_374,1206.0
idx_375,1206.0
idx_376,1206.0
idx_377,1206.0
idx_378,1206.0
idx_379,1141.0
idx_380,1206.0
idx_381,1206.0
idx_382,1206.0
idx_383,1206.0
idx_384,1141.0
idx_385,1206.0
idx_386,1206.0
idx_387,1206.0
idx_388,1206.0
idx_389,1206.0
idx_390,1206.0
idx_391,1206.0
idx_392,1141.0
idx_393,1206.0
idx_394,1206.0
idx_395,1206.0
idx_396,1206.0
idx_397,1206.0
idx_398,1206.0
idx_399,1141.0
idx_400,1206.0
idx_401,1206.0
idx_402,1206.0
idx_403,1206.0
idx_404,1206.0
idx_405,1141.0
idx_406,1206.0
idx_407,1206.0
idx_408,1206.0
idx_409,1206.0
idx_410,1206.0
idx_411,1206.0
idx_412,1206.0
idx_413,1206.0
idx_414,1206.0
idx_415,1206.0
idx_416,1206.0
idx_417,1206.0
idx_418,1206.0
idx_419,1206.0
idx_420,1206.0
idx_421,1206.0
idx_422,1206.0
idx_423,1206.0
idx_424,1206.0
idx_425,1206.0
idx_426,1206.0
idx_427,1206.0
idx_428,1206.0
idx_429,1141.0
idx_430,1141.0
idx_431,1206.0
idx_432,1206.0
idx_433,1206.0
idx_434,1206.0
idx_435,1206.0
idx_436,1206.0
idx_437,1206.0
idx_438,1206.0
idx_439,1206.0
idx_440,1206.0
idx_441,1206.0
idx_442,1206.0
idx_443,1206.0
idx_444,1206.0
idx_445,1206.0
idx_446,1206.0
idx_447,1206.0
idx_448,1206.0
idx_449,1141.0
idx_450,1141.0
idx_451,1141.0
idx_452,1206.0
idx_453,1206.0
idx_454,1206.0
idx_455,1206.0
idx_456,1206.0
idx_457,1206.0
idx_458,1206.0
idx_459,1206.0
idx_460,1206.0
idx_461,1206.0
idx_462,1206.0
idx_463,1206.0
idx_464,1141.0
idx_465,1141.0
idx_466,1206.0
idx_467,1206.0
idx_468,1206.0
idx_469,1206.0
idx_470,1206.0
idx_471,1206.0
idx_472,1206.0
idx_473,1206.0
idx_474,1206.0
idx_475,1206.0
idx_476,1141.0
idx_477,1141.0
idx_478,1141.0
idx_479,1141.0
idx_480,1141.0
idx_481,1206.0
idx_482,1206.0
idx_483,1206.0
idx_484,1206.0
idx_485,1206.0
idx_486,1206.0
idx_487,1206.0
idx_488,1206.0
idx_489,1206.0
idx_490,1206.0
idx_491,1206.0
idx_492,1141.0
idx_493,1206.0
idx_494,1206.0
idx_495,1206.0
idx_496,1206.0
idx_497,1141.0
idx_498,1206.0
idx_499,1206.0
idx_500,1206.0
idx_501,1206.0
idx_502,1206.0
idx_503,1141.0
idx_504,1206.0
idx_505,1206.0
idx_506,1206.0
idx_507,1206.0
idx_508,1141.0
idx_509,1206.0
idx_510,1206.0
idx_511,1206.0
idx_512,1206.0
idx_513,1206.0
idx_514,1206.0
idx_515,1206.0
idx_516,1206.0
idx_517,1206.0
idx_518,1206.0
idx_519,1141.0
idx_520,1206.0
idx_521,1206.0
idx_522,1206.0
idx_523,1206.0
idx_524,1206.0
idx_525,1206.0
idx_526,1206.0
idx_527,1206.0
idx_528,1206.0
idx_529,1206.0
idx_530,1206.0
idx_531,1141.0
idx_532,1206.0
idx_533,1206.0
idx_534,1141.0
idx_535,1206.0
idx_536,1206.0
idx_537,1206.0
idx_538,1206.0
idx_539,1206.0
idx_540,1206.0
idx_541,1206.0
idx_542,1206.0
idx_543,1141.0
idx_544,1141.0
idx_545,1206.0
idx_546,1206.0
idx_547,1206.0
idx_548,1206.0
idx_549,1206.0
idx_550,1206.0
idx_551,1206.0
idx_552,1206.0
idx_553,1206.0
idx_554,1206.0
idx_555,1206.0
idx_556,1206.0
idx_557,1206.0
idx_558,1141.0
idx_559,1206.0
idx_560,1141.0
idx_561,1206.0
idx_562,1206.0
idx_563,1206.0
idx_564,1206.0
idx_565,1206.0
idx_566,1206.0
idx_567,1206.0
idx_568,1206.0
idx_569,1206.0
idx_570,1206.0
idx_571,1141.0
idx_572,1206.0
idx_573,1206.0
idx_574,1206.0
idx_575,1206.0
idx_576,1206.0
idx_577,1206.0
idx_578,1206.0
idx_579,1206.0
idx_580,1206.0
idx_581,1206.0
idx_582,1206.0
idx_583,1206.0
idx_584,1206.0
idx_585,1206.0
idx_586,1206.0
idx_587,1206.0
idx_588,1206.0
idx_589,1141.0
idx_590,1141.0
idx_591,1206.0
idx_592,1206.0
idx_593,1206.0
idx_594,1206.0
idx_595,1206.0
idx_596,1206.0
idx_597,1206.0
idx_598,1206.0
idx_599,1206.0
idx_600,1206.0
idx_601,1206.0
idx_602,1206.0
idx_603,1206.0
idx_604,1141.0
idx_605,1206.0
idx_606,1206.0
idx_607,1206.0
idx_608,1206.0
idx_609,1206.0
idx_610,1206.0
idx_611,1206.0
idx_612,1206.0
idx_613,1206.0
idx_614,1206.0
idx_615,1206.0
idx_616,1141.0
idx_617,1206.0
idx_618,1206.0
idx_619,1206.0
idx_620,1206.0
idx_621,1206.0
idx_622,1206.0
idx_623,1206.0
idx_624,1206.0
idx_625,1206.0
idx_626,1206.0
idx_627,1206.0
idx_628,1206.0
idx_629,1141.0
idx_630,1206.0
idx_631,1206.0
idx_632,1141.0
idx_633,1206.0
idx_634,1206.0
idx_635,1206.0
idx_636,1206.0
idx_637,1141.0
idx_638,1141.0
idx_639,1141.0
idx_640,1206.0
idx_641,1206.0
idx_642,1206.0
idx_643,1206.0
idx_644,1206.0
idx_645,1206.0
idx_646,1141.0
idx_647,1206.0
idx_648,1206.0
idx_649,1206.0
idx_650,1206.0
idx_651,1206.0
idx_652,1206.0
idx_653,1206.0
idx_654,1206.0
idx_655,1206.0
idx_656,1141.0
idx_657,1141.0
idx_658,1206.0
idx_659,1206.0
idx_660,1206.0
idx_661,1206.0
idx_662,1206.0
idx_663,1206.0
idx_664,1206.0
idx_665,1206.0
idx_666,1206.0
idx_667,1206.0
idx_668,1206.0
idx_669,1141.0
idx_670,1206.0
idx_671,1206.0
idx_672,1206.0
idx_673,1206.0
idx_674,1206.0
idx_675,1206.0
idx_676,1206.0
idx_677,1206.0
idx_678,1206.0
idx_679,1206.0
idx_680,1206.0
idx_681,1141.0
idx_682,1141.0
idx_683,1206.0
idx_684,1206.0
idx_685,1206.0
idx_686,1206.0
idx_687,1206.0
idx_688,1206.0
idx_689,1206.0
idx_690,1206.0
idx_691,1141.0
idx_692,1206.0
idx_693,1206.0
idx_694,1141.0
idx_695,1206.0
idx_696,1206.0
idx_697,1206.0
idx_698,1206.0
idx_699,1206.0
idx_700,1206.0
idx_701,1206.0
idx_702,1206.0
idx_703,1141.0
idx_704,1206.0
idx_705,1206.0
idx_706,1206.0
idx_707,1206.0
idx_708,1206.0
idx_709,1206.0
idx_710,1206.0
idx_711,1206.0
idx_712,1206.0
idx_713,1206.0
idx_714,1206.0
idx_715,1206.0
idx_716,1206.0
idx_717,1206.0
idx_718,1206.0
idx_719,1206.0
idx_720,1206.0
idx_721,1206.0
idx_722,1141.0
idx_723,1206.0
idx_724,1206.0
idx_725,1206.0
idx_726,1206.0
idx_727,1206.0
idx_728,1206.0
idx_729,1206.0
idx_730,1206.0
idx_731,1206.0
idx_732,1141.0
idx_733,1206.0
idx_734,1206.0
idx_735,1206.0
idx_736,1206.0
idx_737,1206.0
idx_738,1206.0
idx_739,1206.0
idx_740,1206.0
idx_741,1206.0
idx_742,1206.0
idx_743,1206.0
idx_744,1206.0
idx_745,1206.0
idx_746,1141.0
idx_747,1206.0
idx_748,1141.0
idx_749,1206.0
idx_750,1206.0
idx_751,1206.0
idx_752,1206.0
idx_753,1206.0
idx_754,1206.0
idx_755,1141.0
idx_756,1206.0
idx_757,1206.0
idx_758,1206.0
idx_759,1206.0
idx_760,1206.0
idx_761,1206.0
idx_762,1206.0
idx_763,1141.0
idx_764,1206.0
idx_765,1141.0
idx_766,1206.0
idx_767,1206.0
idx_768,1206.0
idx_769,1206.0
idx_770,1206.0
idx_771,1206.0
idx_772,1206.0
idx_773,1206.0
idx_774,1141.0
idx_775,1206.0
idx_776,1206.0
idx_777,1206.0
idx_778,1206.0
idx_779,1206.0
idx_780,1141.0
idx_781,1141.0
idx_782,1206.0
idx_783,1206.0
idx_784,1206.0
idx_785,1206.0
idx_786,1206.0
idx_787,1206.0
idx_788,1206.0
idx_789,1206.0
idx_790,1206.0
idx_791,1141.0
idx_792,1206.0
idx_793,1206.0
idx_794,1206.0
idx_795,1206.0
idx_796,1141.0
idx_797,1206.0
idx_798,1206.0
idx_799,1141.0
idx_800,1206.0
idx_801,1206.0
idx_802,1206.0
idx_803,1206.0
idx_804,1206.0
idx_805,1206.0
idx_806,1141.0
idx_807,1206.0
idx_808,1206.0
idx_809,1206.0
idx_810,1206.0
idx_811,1206.0
idx_812,1141.0
idx_813,1206.0
idx_814,1141.0
idx_815,1206.0
idx_816,1206.0
idx_817,1206.0
idx_818,1206.0
idx_819,1206.0
idx_820,1206.0
idx_821,1206.0
idx_822,1206.0
idx_823,1206.0
idx_824,1206.0
idx_825,1206.0
idx_826,1141.0
idx_827,1206.0
idx_828,1206.0
idx_829,1206.0
idx_830,1206.0
idx_831,1141.0
idx_832,1206.0
idx_833,1141.0
idx_834,1206.0
idx_835,1141.0
idx_836,1206.0
idx_837,1206.0
idx_838,1206.0
idx_839,1206.0
idx_840,1206.0
idx_841,1206.0
idx_842,1206.0
idx_843,1206.0
idx_844,1206.0
idx_845,1206.0
idx_846,1206.0
idx_847,1206.0
idx_848,1141.0
idx_849,1206.0
idx_850,1206.0
idx_851,1206.0
idx_852,1141.0
idx_853,1206.0
idx_854,1206.0
idx_855,1206.0
idx_856,1206.0
idx_857,1206.0
idx_858,1206.0
idx_859,1206.0
idx_860,1206.0
idx_861,1206.0
idx_862,1206.0
idx_863,1206.0
idx_864,1206.0
idx_865,1141.0
idx_866,1206.0
idx_867,1206.0
idx_868,1206.0
idx_869,1206.0
idx_870,1206.0
idx_871,1141.0
idx_872,1141.0
idx_873,1206.0
idx_874,1206.0
idx_875,1206.0
idx_876,1206.0
idx_877,1206.0
idx_878,1206.0
idx_879,1206.0
idx_880,1206.0
idx_881,1206.0
idx_882,1206.0
idx_883,1141.0
idx_884,1206.0
idx_885,1141.0
idx_886,1206.0
idx_887,1141.0
idx_888,1206.0
idx_889,1206.0
idx_890,1206.0
idx_891,1141.0
idx_892,1206.0
idx_893,1206.0
idx_894,1206.0
idx_895,1206.0
idx_896,1206.0
idx_897,1206.0
idx_898,1206.0
idx_899,1206.0
idx_900,1206.0
idx_901,1206.0
idx_902,1206.0
idx_903,1206.0
idx_904,1141.0
idx_905,1206.0
idx_906,1206.0
idx_907,1206.0
idx_908,1206.0
idx_909,1141.0
idx_910,1206.0
idx_911,1206.0
idx_912,1206.0
idx_913,1206.0
idx_914,1206.0
idx_915,1206.0
idx_916,1206.0
idx_917,1206.0
idx_918,1141.0
idx_919,1141.0
idx_920,1206.0
idx_921,1141.0
idx_922,1206.0
idx_923,1206.0
idx_924,1206.0
idx_925,1206.0
idx_926,1206.0
idx_927,1141.0
idx_928,1206.0
idx_929,1206.0
idx_930,1206.0
idx_931,1206.0
idx_932,1206.0
idx_933,1206.0
idx_934,1206.0
idx_935,1206.0
idx_936,1141.0
idx_937,1206.0
idx_938,1141.0
idx_939,1206.0
idx_940,1206.0
idx_941,1206.0
idx_942,1206.0
idx_943,1206.0
idx_944,1141.0
idx_945,1206.0
idx_946,1141.0
idx_947,1206.0
idx_948,1206.0
idx_949,1206.0
idx_950,1206.0
idx_951,1206.0
idx_952,1206.0
idx_953,1141.0
idx_954,1206.0
idx_955,1206.0
idx_956,1141.0
idx_957,1206.0
idx_958,1206.0
idx_959,1206.0
idx_960,1206.0
idx_961,1206.0
idx_962,1206.0
idx_963,1206.0
idx_964,1206.0
idx_965,1206.0
idx_966,1206.0
idx_967,1206.0
idx_968,1206.0
idx_969,1141.0
idx_970,1206.0
idx_971,1141.0
idx_972,1206.0
idx_973,1206.0
idx_974,1206.0
idx_975,1206.0
idx_976,1206.0
idx_977,1206.0
idx_978,1206.0
idx_979,1206.0
idx_980,1206.0
idx_981,1206.0
idx_982,1206.0
idx_983,1206.0
idx_984,1141.0
idx_985,1206.0
idx_986,1206.0
idx_987,1141.0
idx_988,1206.0
idx_989,1206.0
idx_990,1141.0
idx_991,1206.0
idx_992,1206.0
idx_993,1206.0
idx_994,1141.0
idx_995,1141.0
idx_996,1206.0
idx_997,1206.0
idx_998,1206.0
idx_999,1206.0
idx_1000,1206.0
idx_1001,1206.0
idx_1002,1206.0
idx_1003,1206.0
idx_1004,1141.0
idx_1005,1141.0
idx_1006,1206.0
idx_1007,1206.0
idx_1008,1206.0
idx_1009,1141.0
idx_1010,1206.0
idx_1011,1141.0
idx_1012,1206.0
idx_1013,1206.0
idx_1014,1141.0
idx_1015,1206.0
idx_1016,1206.0
idx_1017,1206.0
idx_1018,1206.0
idx_1019,1206.0
idx_1020,1206.0
idx_1021,1206.0
idx_1022,1206.0
idx_1023,1206.0
idx_1024,1206.0
idx_1025,1206.0
idx_1026,1206.0
idx_1027,1206.0
idx_1028,1141.0
idx_1029,1206.0
idx_1030,1206.0
idx_1031,1206.0
idx_1032,1206.0
idx_1033,1141.0
idx_1034,1206.0
idx_1035,1206.0
idx_1036,1141.0
idx_1037,1141.0
idx_1038,1206.0
idx_1039,1206.0
idx_1040,1206.0
idx_1041,1206.0
idx_1042,1206.0
idx_1043,1206.0
idx_1044,1206.0
idx_1045,1206.0
idx_1046,1206.0
idx_1047,1206.0
idx_1048,1206.0
idx_1049,1206.0
idx_1050,1206.0
idx_1051,1206.0
idx_1052,1141.0
idx_1053,1206.0
idx_1054,1206.0
idx_1055,1206.0
idx_1056,1141.0
idx_1057,1206.0
idx_1058,1206.0
idx_1059,1206.0
idx_1060,1141.0
idx_1061,1141.0
idx_1062,1206.0
idx_1063,1206.0
idx_1064,1206.0
idx_1065,1206.0
idx_1066,1206.0
idx_1067,1206.0
idx_1068,1206.0
idx_1069,1141.0
idx_1070,1206.0
idx_1071,1206.0
idx_1072,1141.0
idx_1073,1206.0
idx_1074,1206.0
idx_1075,1206.0
idx_1076,1206.0
idx_1077,1206.0
idx_1078,1141.0
idx_1079,1206.0
idx_1080,1206.0
idx_1081,1141.0
idx_1082,1206.0
idx_1083,1206.0
idx_1084,1206.0
idx_1085,1206.0
idx_1086,1206.0
idx_1087,1206.0
idx_1088,1206.0
idx_1089,1141.0
idx_1090,1206.0
idx_1091,1206.0
idx_1092,1141.0
idx_1093,1206.0
idx_1094,1206.0
idx_1095,1206.0
idx_1096,1206.0
idx_1097,1141.0
idx_1098,1206.0
idx_1099,1206.0
idx_1100,1206.0
idx_1101,1206.0
idx_1102,1206.0
idx_1103,1206.0
idx_1104,1206.0
idx_1105,1206.0
idx_1106,1141.0
idx_1107,1206.0
idx_1108,1206.0
idx_1109,1206.0
idx_1110,1206.0
idx_1111,1206.0
idx_1112,1141.0
idx_1113,1206.0
idx_1114,1206.0
idx_1115,1141.0
idx_1116,1206.0
idx_1117,1206.0
idx_1118,1141.0
idx_1119,1206.0
idx_1120,1206.0
idx_1121,1206.0
idx_1122,1206.0
idx_1123,1141.0
idx_1124,1141.0
idx_1125,1206.0
idx_1126,1206.0
idx_1127,1206.0
idx_1128,1141.0
idx_1129,1206.0
idx_1130,1206.0
idx_1131,1206.0
idx_1132,1141.0
idx_1133,1206.0
idx_1134,1206.0
idx_1135,1206.0
idx_1136,1206.0
idx_1137,1141.0
idx_1138,1206.0
idx_1139,1141.0
idx_1140,1206.0
idx_1141,1206.0
idx_1142,1206.0
idx_1143,1206.0
idx_1144,1206.0
idx_1145,1141.0
idx_1146,1206.0
idx_1147,1206.0
idx_1148,1206.0
idx_1149,1141.0
idx_1150,1141.0
idx_1151,1141.0
idx_1152,1206.0
idx_1153,1206.0
idx_1154,1206.0
idx_1155,1206.0
idx_1156,1206.0
idx_1157,1206.0
idx_1158,1141.0
idx_1159,1141.0
idx_1160,1206.0
idx_1161,1206.0
idx_1162,1206.0
idx_1163,1206.0
idx_1164,1141.0
idx_1165,1206.0
idx_1166,1206.0
idx_1167,1206.0
idx_1168,1206.0
idx_1169,1206.0
idx_1170,1141.0
idx_1171,1206.0
idx_1172,1141.0
idx_1173,1206.0
idx_1174,1206.0
idx_1175,1206.0
idx_1176,1206.0
idx_1177,1206.0
idx_1178,1206.0
idx_1179,1206.0
idx_1180,1206.0
idx_1181,1141.0
idx_1182,1141.0
idx_1183,1206.0
idx_1184,1206.0
idx_1185,1206.0
idx_1186,1141.0
idx_1187,1206.0
idx_1188,1206.0
idx_1189,1206.0
idx_1190,1206.0
idx_1191,1206.0
idx_1192,1206.0
idx_1193,1141.0
idx_1194,1141.0
idx_1195,1206.0
idx_1196,1206.0
idx_1197,1141.0
idx_1198,1206.0
idx_1199,1206.0
idx_1200,1206.0
idx_1201,1206.0
idx_1202,1206.0
idx_1203,1206.0
idx_1204,1206.0
idx_1205,1206.0
idx_1206,1141.0
idx_1207,1206.0
idx_1208,1206.0
idx_1209,1206.0
idx_1210,1141.0
idx_1211,1206.0
idx_1212,1206.0
idx_1213,1206.0
idx_1214,1206.0
idx_1215,1206.0
idx_1216,1206.0
idx_1217,1206.0
idx_1218,1141.0
idx_1219,1206.0
idx_1220,1206.0
idx_1221,1141.0
idx_1222,1206.0
idx_1223,1141.0
idx_1224,1206.0
idx_1225,1206.0
idx_1226,1206.0
idx_1227,1206.0
idx_1228,1141.0
idx_1229,1206.0
idx_1230,1206.0
idx_1231,1206.0
idx_1232,1206.0
idx_1233,1206.0
idx_1234,1206.0
idx_1235,1206.0
idx_1236,1141.0
idx_1237,1206.0
idx_1238,1206.0
idx_1239,1206.0
idx_1240,1206.0
idx_1241,1206.0
idx_1242,1206.0
idx_1243,1141.0
idx_1244,1206.0
idx_1245,1141.0
idx_1246,1206.0
idx_1247,1206.0
idx_1248,1206.0
idx_1249,1206.0
idx_1250,1206.0
idx_1251,1141.0
idx_1252,1206.0
idx_1253,1206.0
idx_1254,1141.0
idx_1255,1206.0
idx_1256,1206.0
idx_1257,1206.0
idx_1258,1141.0
idx_1259,1206.0
idx_1260,1206.0
idx_1261,1206.0
idx_1262,1206.0
idx_1263,1206.0
idx_1264,1206.0
idx_1265,1206.0
idx_1266,1206.0
idx_1267,1141.0
idx_1268,1206.0
idx_1269,1206.0
idx_1270,1206.0
idx_1271,1206.0
idx_1272,1206.0
idx_1273,1206.0
idx_1274,1141.0
idx_1275,1206.0
idx_1276,1206.0
idx_1277,1206.0
idx_1278,1206.0
idx_1279,1206.0
idx_1280,1206.0
idx_1281,1206.0
idx_1282,1206.0
idx_1283,1206.0
idx_1284,1141.0
idx_1285,1206.0
idx_1286,1206.0
idx_1287,1206.0
idx_1288,1206.0
idx_1289,1141.0
idx_1290,1206.0
idx_1291,1141.0
idx_1292,1206.0
idx_1293,1206.0
idx_1294,1206.0
idx_1295,1206.0
idx_1296,1141.0
idx_1297,1206.0
idx_1298,1206.0
idx_1299,1206.0
idx_1300,1206.0
idx_1301,1206.0
idx_1302,1206.0
idx_1303,1206.0
idx_1304,1206.0
idx_1305,1206.0
idx_1306,1141.0
idx_1307,1141.0
idx_1308,1141.0
idx_1309,1206.0
idx_1310,1206.0
idx_1311,1141.0
idx_1312,1206.0
idx_1313,1206.0
idx_1314,1206.0
idx_1315,1206.0
idx_1316,1206.0
idx_1317,1206.0
idx_1318,1206.0
idx_1319,1206.0
idx_1320,1206.0
idx_1321,1206.0
idx_1322,1206.0
idx_1323,1206.0
idx_1324,1206.0
idx_1325,1206.0
idx_1326,1206.0
idx_1327,1206.0
idx_1328,1206.0
idx_1329,1206.0
idx_1330,1141.0
idx_1331,1206.0
idx_1332,1206.0
idx_1333,1206.0
idx_1334,1206.0
idx_1335,1141.0
idx_1336,1206.0
idx_1337,1206.0
idx_1338,1206.0
idx_1339,1206.0
idx_1340,1206.0
idx_1341,1206.0
idx_1342,1206.0
idx_1343,1206.0
idx_1344,1206.0
idx_1345,1206.0
idx_1346,1206.0
idx_1347,1206.0
idx_1348,1206.0
idx_1349,1141.0
idx_1350,1206.0
idx_1351,1206.0
idx_1352,1206.0
idx_1353,1141.0
idx_1354,1206.0
idx_1355,1206.0
idx_1356,1206.0
idx_1357,1206.0
idx_1358,1206.0
idx_1359,1206.0
idx_1360,1206.0
idx_1361,1206.0
